transaction_id,customer_id,date,revenue,category,channel,payment_method,delivery_days,satisfaction_score,segment,region,age_group,month_num
T009466,C00455,2023-05-23,81.17,Fashion,Store,UPI,7,2,Premium,East,36-45,5
T010472,C00216,2023-05-23,49.68,Beauty,Web,Credit Card,4,3,Regular,South,26-35,5
T004246,C00729,2023-05-23,307.54,Fashion,Mobile App,Credit Card,3,4,Regular,North,26-35,5
T014495,C00053,2023-05-23,59.91,Home,Web,UPI,4,3,Budget,North,36-45,5
T008561,C00945,2023-05-23,663.72,Sports,Web,Debit Card,6,3,Regular,East,46-60,5
T007979,C01330,2023-05-23,142.48,Beauty,Store,Debit Card,6,2,Regular,East,26-35,5
T008762,C00696,2023-05-23,92.12,Sports,Web,UPI,4,4,Regular,South,60+,5
T006269,C00222,2023-05-24,56.45,Sports,Web,UPI,5,3,Regular,South,26-35,5
T007240,C00493,2023-05-24,257.25,Fashion,Web,UPI,7,2,Regular,East,36-45,5
T009266,C01892,2023-05-24,117.14,Fashion,Store,Debit Card,5,3,Regular,South,36-45,5
T008043,C01191,2023-05-24,355.45,Fashion,Mobile App,UPI,3,4,Premium,South,18-25,5
T004120,C01870,2023-05-24,59.09,Fashion,Web,Wallet,2,4,Budget,North,46-60,5
T002097,C01854,2023-05-24,75.74,Fashion,Store,Debit Card,3,4,Budget,West,26-35,5
T005405,C01901,2023-05-24,319.74,Electronics,Web,Credit Card,6,3,Regular,South,36-45,5
T000895,C01901,2023-05-24,66.37,Sports,Mobile App,Debit Card,6,2,Regular,South,36-45,5
T010103,C00881,2023-05-24,407.95,Home,Store,Debit Card,4,4,Regular,South,26-35,5
T007423,C01394,2023-05-24,173.15,Electronics,Store,Credit Card,6,3,Regular,South,60+,5
T013419,C01601,2023-05-24,105.65,Electronics,Mobile App,UPI,4,4,Premium,North,18-25,5
T004429,C01801,2023-05-24,19.26,Fashion,Web,UPI,5,3,Budget,North,26-35,5
T012962,C00625,2023-05-24,138.93,Electronics,Web,UPI,3,4,Regular,South,18-25,5
T008724,C01346,2023-05-24,181.35,Fashion,Web,Credit Card,7,2,Regular,East,46-60,5
T003933,C01432,2023-05-24,589.23,Beauty,Web,Credit Card,4,4,Regular,West,60+,5
T009218,C01321,2023-05-24,103.46,Electronics,Web,Credit Card,3,4,Regular,South,36-45,5
T007693,C01012,2023-05-24,40.91,Beauty,Store,Debit Card,2,5,Budget,North,26-35,5
T010121,C00177,2023-05-24,166.56,Fashion,Web,Debit Card,2,4,Regular,North,36-45,5
T000912,C00541,2023-05-24,173.5,Electronics,Mobile App,UPI,7,2,Budget,East,36-45,5
T003767,C00334,2023-05-24,140.3,Home,Web,UPI,4,3,Premium,East,60+,5
T000357,C01469,2023-05-24,48.69,Home,Mobile App,Wallet,3,4,Budget,West,46-60,5
T009709,C00020,2023-05-24,130.27,Home,Web,Credit Card,7,2,Regular,East,26-35,5
T011379,C00658,2023-05-24,41.04,Fashion,Web,UPI,4,3,Regular,West,18-25,5
T006118,C00358,2023-05-24,84.3,Electronics,Mobile App,Wallet,3,4,Regular,North,26-35,5
T002438,C01685,2023-05-24,329.52,Home,Mobile App,UPI,6,4,Premium,East,26-35,5
T013554,C01725,2023-05-24,136.25,Fashion,Mobile App,UPI,4,3,Regular,South,36-45,5
T009161,C00118,2023-05-24,288.82,Beauty,Mobile App,Wallet,5,3,Premium,East,36-45,5
T006697,C00300,2023-05-24,168.74,Sports,Mobile App,Debit Card,4,4,Premium,South,36-45,5
T007155,C01369,2023-05-24,224.61,Beauty,Mobile App,Credit Card,2,5,Premium,North,26-35,5
T001779,C01613,2023-05-24,107.16,Beauty,Mobile App,UPI,4,4,Regular,South,60+,5
T003790,C00173,2023-05-24,32.7,Electronics,Web,Debit Card,2,5,Regular,North,46-60,5
T012633,C00684,2023-05-24,32.82,Fashion,Web,Wallet,6,2,Regular,South,26-35,5
T005322,C00675,2023-05-25,63.56,Fashion,Web,Credit Card,2,5,Regular,West,60+,5
T009313,C01243,2023-05-25,75.54,Electronics,Web,Credit Card,3,4,Budget,South,36-45,5
T005153,C01768,2023-05-25,276.37,Beauty,Web,Credit Card,5,3,Regular,South,46-60,5
T005964,C01714,2023-05-25,252.72,Electronics,Mobile App,Wallet,5,3,Regular,East,46-60,5
T004206,C00475,2023-05-25,106.01,Sports,Mobile App,Debit Card,4,3,Regular,South,18-25,5
T008274,C00508,2023-05-25,44.08,Fashion,Mobile App,Wallet,6,3,Budget,South,18-25,5
T009541,C01779,2023-05-25,244.43,Home,Web,Credit Card,4,3,Regular,East,46-60,5
T004972,C01011,2023-05-25,155.8,Electronics,Mobile App,Credit Card,6,2,Regular,South,36-45,5
T005646,C01360,2023-05-25,233.88,Home,Web,Debit Card,5,3,Regular,East,26-35,5
T003802,C01807,2023-05-25,94.12,Sports,Web,Debit Card,4,4,Regular,South,46-60,5
T011036,C00355,2023-05-25,161.51,Beauty,Web,Debit Card,5,4,Premium,East,26-35,5
T002951,C01894,2023-05-25,59.85,Electronics,Mobile App,UPI,5,2,Regular,South,26-35,5
T014383,C01480,2023-05-25,77.77,Home,Mobile App,Wallet,3,4,Regular,South,36-45,5
T005374,C00258,2023-05-25,35.95,Home,Mobile App,UPI,6,2,Regular,South,26-35,5
T009994,C00481,2023-05-25,409.38,Fashion,Mobile App,Debit Card,3,4,Regular,North,26-35,5
T004470,C01071,2023-05-26,424.6,Home,Mobile App,UPI,5,2,Regular,East,46-60,5
T013140,C00006,2023-05-26,320.52,Home,Mobile App,Debit Card,7,2,Premium,East,46-60,5
T012333,C00724,2023-05-26,119.35,Fashion,Web,Debit Card,4,4,Budget,South,26-35,5
T000134,C01592,2023-05-26,10.44,Beauty,Web,Credit Card,5,2,Budget,North,18-25,5
T001790,C00718,2023-05-26,271.29,Sports,Store,UPI,2,4,Budget,West,60+,5
T011627,C01418,2023-05-26,181.48,Electronics,Web,Credit Card,4,3,Premium,East,46-60,5
T010935,C00524,2023-05-26,24.08,Beauty,Web,UPI,6,2,Budget,South,26-35,5
T012138,C01084,2023-05-26,113.23,Fashion,Web,UPI,6,3,Budget,East,18-25,5
T009304,C01966,2023-05-26,121.18,Home,Web,Credit Card,5,3,Regular,East,36-45,5
T001387,C01294,2023-05-26,36.85,Beauty,Store,Debit Card,5,3,Regular,South,46-60,5
T012947,C00743,2023-05-26,112.84,Electronics,Mobile App,Credit Card,3,4,Budget,North,36-45,5
T008506,C00260,2023-05-26,1173.3,Electronics,Web,Credit Card,6,2,Premium,South,36-45,5
T009768,C00172,2023-05-26,497.93,Electronics,Mobile App,Credit Card,5,2,Premium,North,26-35,5
T012413,C00610,2023-05-26,249.09,Beauty,Web,Debit Card,3,4,Regular,North,26-35,5
T011598,C00073,2023-05-26,220.39,Fashion,Mobile App,Credit Card,2,4,Premium,North,60+,5
T001980,C01389,2023-05-26,115.13,Fashion,Mobile App,Wallet,4,3,Budget,North,18-25,5
T001806,C00148,2023-05-26,141.03,Sports,Mobile App,Debit Card,5,4,Regular,South,60+,5
T014830,C01441,2023-05-26,90.91,Fashion,Mobile App,UPI,4,3,Budget,South,26-35,5
T005340,C01832,2023-05-26,251.18,Home,Web,Wallet,2,5,Regular,West,26-35,5
T004235,C01648,2023-05-27,170.7,Beauty,Web,Debit Card,4,4,Budget,South,36-45,5
T013066,C00519,2023-05-27,212.89,Electronics,Store,Credit Card,4,4,Budget,East,46-60,5
T008654,C00300,2023-05-27,210.03,Fashion,Web,Debit Card,6,2,Premium,South,36-45,5
T012570,C00233,2023-05-27,69.18,Home,Web,Credit Card,5,4,Regular,West,36-45,5
T004703,C01113,2023-05-27,133.81,Fashion,Mobile App,Wallet,4,4,Regular,East,26-35,5
T008518,C01463,2023-05-27,544.67,Home,Web,Credit Card,4,4,Premium,East,26-35,5
T011451,C00505,2023-05-27,50.4,Fashion,Store,Credit Card,4,4,Regular,North,26-35,5
T008667,C00817,2023-05-27,169.09,Sports,Web,Credit Card,3,3,Regular,South,18-25,5
T009311,C00541,2023-05-27,9.37,Beauty,Mobile App,Debit Card,4,3,Budget,East,36-45,5
T002287,C00073,2023-05-27,258.63,Beauty,Mobile App,UPI,5,2,Premium,North,60+,5
T012605,C00758,2023-05-27,179.15,Electronics,Mobile App,Debit Card,3,4,Regular,West,26-35,5
T001203,C01401,2023-05-27,79.55,Home,Mobile App,Credit Card,3,4,Premium,North,36-45,5
T001129,C01502,2023-05-27,54.86,Home,Mobile App,Debit Card,4,4,Regular,West,18-25,5
T009109,C00785,2023-05-27,407.3,Fashion,Web,UPI,5,3,Premium,West,36-45,5
T004276,C01368,2023-05-27,64.79,Beauty,Web,Credit Card,2,4,Budget,North,46-60,5
T007916,C00045,2023-05-27,149.11,Home,Web,Credit Card,4,3,Regular,West,26-35,5
T002343,C00655,2023-05-27,135.29,Electronics,Web,Debit Card,4,4,Regular,East,26-35,5
T009282,C01645,2023-05-28,398.61,Electronics,Mobile App,UPI,5,3,Premium,East,26-35,5
T011209,C01923,2023-05-28,190.75,Home,Web,Wallet,5,2,Regular,East,18-25,5
T009043,C01781,2023-05-28,474.76,Home,Web,UPI,3,4,Premium,South,46-60,5
T002129,C01323,2023-05-28,108.03,Sports,Web,Credit Card,7,1,Budget,East,26-35,5
T013061,C01303,2023-05-28,100.17,Home,Mobile App,Credit Card,7,2,Premium,East,46-60,5
T004661,C01169,2023-05-28,546.5,Sports,Store,Wallet,5,4,Premium,East,26-35,5
T003627,C00900,2023-05-28,147.09,Sports,Mobile App,Debit Card,4,4,Premium,North,18-25,5
T013632,C01890,2023-05-28,32.36,Beauty,Web,Credit Card,3,4,Budget,South,36-45,5
T005367,C00160,2023-05-28,57.4,Fashion,Web,Credit Card,5,3,Budget,East,18-25,5
T004294,C00292,2023-05-28,326.46,Electronics,Web,Credit Card,4,3,Premium,North,36-45,5
T005673,C00603,2023-05-28,164.84,Fashion,Web,UPI,5,4,Premium,East,26-35,5
T005083,C01676,2023-05-28,70.35,Fashion,Mobile App,Wallet,3,4,Regular,North,26-35,5
T001281,C00960,2023-05-28,336.54,Fashion,Web,Credit Card,4,4,Budget,West,60+,5
T002510,C00396,2023-05-28,21.83,Electronics,Web,Debit Card,6,3,Budget,South,46-60,5
T011232,C01036,2023-05-28,554.21,Fashion,Web,Wallet,3,5,Regular,North,46-60,5
T001111,C01298,2023-05-28,264.29,Electronics,Store,Wallet,2,4,Premium,North,18-25,5
T011217,C01690,2023-05-29,81.18,Electronics,Store,Credit Card,5,3,Budget,North,36-45,5
T004695,C01142,2023-05-29,242.76,Sports,Web,Credit Card,5,3,Regular,West,26-35,5
T004079,C00404,2023-05-29,100.4,Fashion,Mobile App,Debit Card,6,2,Budget,South,26-35,5
T004955,C01591,2023-05-29,108.32,Electronics,Mobile App,UPI,4,4,Regular,West,26-35,5
T002080,C01768,2023-05-29,48.55,Sports,Mobile App,Wallet,3,4,Regular,South,46-60,5
T003228,C01517,2023-05-29,141.96,Fashion,Mobile App,Wallet,2,4,Regular,North,26-35,5
T005168,C00703,2023-05-29,211.88,Fashion,Store,Credit Card,5,3,Regular,North,46-60,5
T011381,C01964,2023-05-29,187.64,Beauty,Store,Wallet,5,3,Regular,East,26-35,5
T006615,C00936,2023-05-29,100.45,Home,Store,Credit Card,4,3,Regular,North,18-25,5
T002737,C01691,2023-05-29,134.13,Electronics,Web,Debit Card,5,3,Premium,West,36-45,5
T004209,C01058,2023-05-29,241.81,Sports,Web,Credit Card,4,3,Regular,North,18-25,5
T008820,C00722,2023-05-29,772.46,Fashion,Mobile App,Credit Card,6,3,Premium,East,36-45,5
T013334,C01802,2023-05-29,104.2,Fashion,Mobile App,Wallet,2,5,Budget,West,18-25,5
T005639,C01533,2023-05-29,14.3,Electronics,Mobile App,Debit Card,5,3,Budget,South,26-35,5
T012752,C00202,2023-05-29,42.36,Electronics,Web,Wallet,5,3,Premium,North,18-25,5
T010902,C01418,2023-05-29,212.43,Fashion,Mobile App,Debit Card,7,1,Premium,East,46-60,5
T013987,C00438,2023-05-29,134.59,Sports,Web,Wallet,6,3,Budget,South,60+,5
T010581,C00616,2023-05-29,69.66,Home,Web,Credit Card,2,4,Budget,North,36-45,5
T008694,C01549,2023-05-29,116.74,Electronics,Mobile App,Credit Card,4,4,Premium,South,26-35,5
T003302,C00050,2023-05-29,542.23,Sports,Web,Credit Card,5,3,Premium,North,18-25,5
T010231,C01115,2023-05-29,48.12,Beauty,Mobile App,Debit Card,2,4,Regular,North,36-45,5
T005184,C00386,2023-05-29,44.55,Beauty,Mobile App,Credit Card,6,2,Budget,East,26-35,5
T000518,C00579,2023-05-29,169.37,Fashion,Store,UPI,5,3,Regular,South,36-45,5
T001762,C00570,2023-05-29,129.58,Fashion,Mobile App,Debit Card,2,4,Regular,West,46-60,5
T007379,C01438,2023-05-29,118.64,Beauty,Mobile App,Credit Card,7,2,Budget,East,36-45,5
T013384,C00844,2023-05-29,108.3,Fashion,Web,Debit Card,3,4,Budget,West,36-45,5
T001619,C00499,2023-05-29,58.94,Fashion,Mobile App,Credit Card,2,4,Budget,West,36-45,5
T000783,C00718,2023-05-29,100.97,Fashion,Mobile App,UPI,3,5,Budget,West,60+,5
T005817,C01827,2023-05-29,298.42,Electronics,Mobile App,Credit Card,3,4,Premium,South,46-60,5
T008084,C00803,2023-05-29,158.5,Fashion,Web,UPI,3,4,Regular,West,26-35,5
T000852,C01437,2023-05-30,105.21,Electronics,Web,UPI,3,5,Regular,North,26-35,5
T014202,C01367,2023-05-30,118.48,Home,Web,UPI,6,3,Budget,South,46-60,5
T002206,C01922,2023-05-30,265.01,Sports,Mobile App,Credit Card,5,4,Premium,South,60+,5
T014736,C01402,2023-05-30,121.25,Home,Web,Debit Card,5,2,Premium,North,26-35,5
T002455,C00321,2023-05-30,82.78,Home,Store,Credit Card,3,4,Regular,West,26-35,5
T013832,C01668,2023-05-30,45.3,Electronics,Mobile App,Credit Card,2,5,Budget,North,26-35,5
T009402,C00316,2023-05-30,79.64,Sports,Web,Credit Card,2,5,Regular,North,36-45,5
T002136,C01798,2023-05-30,43.44,Fashion,Mobile App,UPI,4,3,Premium,North,36-45,5
T014206,C01760,2023-05-30,138.98,Electronics,Web,Debit Card,2,4,Regular,West,26-35,5
T007337,C00355,2023-05-30,215.11,Beauty,Web,UPI,5,3,Premium,East,26-35,5
T003105,C00139,2023-05-30,105.66,Beauty,Web,Credit Card,3,4,Regular,North,36-45,5
T011936,C01707,2023-05-30,35.1,Electronics,Mobile App,Credit Card,5,3,Regular,East,26-35,5
T011519,C01892,2023-05-30,280.06,Sports,Store,UPI,6,2,Regular,South,36-45,5
T001058,C01734,2023-05-30,87.11,Electronics,Mobile App,UPI,4,4,Regular,South,18-25,5
T011255,C00846,2023-05-30,292.73,Fashion,Mobile App,Debit Card,6,2,Regular,South,18-25,5
T010491,C00642,2023-05-30,192.94,Beauty,Mobile App,Debit Card,4,3,Regular,North,60+,5
T011674,C01856,2023-05-30,114.82,Fashion,Store,Debit Card,2,5,Regular,North,36-45,5
T000982,C00360,2023-05-30,608.85,Home,Web,UPI,2,4,Regular,North,26-35,5
T012823,C00916,2023-05-30,122.46,Electronics,Mobile App,Credit Card,6,2,Regular,East,36-45,5
T014773,C00334,2023-05-30,568.41,Electronics,Web,UPI,4,3,Premium,East,60+,5
T002508,C00050,2023-05-30,483.22,Beauty,Web,Wallet,3,4,Premium,North,18-25,5
T005774,C00483,2023-05-30,90.81,Home,Mobile App,UPI,4,3,Regular,West,46-60,5
T006145,C01705,2023-05-30,101.9,Electronics,Mobile App,Credit Card,5,4,Regular,West,46-60,5
T013225,C01764,2023-05-30,237.2,Fashion,Web,UPI,3,4,Regular,North,60+,5
T014745,C01571,2023-05-30,2.52,Home,Web,Credit Card,4,3,Regular,South,18-25,5
T003739,C00059,2023-05-31,204.57,Sports,Web,Debit Card,7,3,Premium,East,18-25,5
T005985,C01004,2023-05-31,93.72,Electronics,Mobile App,UPI,6,3,Budget,East,46-60,5
T004627,C00613,2023-05-31,67.88,Home,Web,Credit Card,2,5,Regular,North,36-45,5
T012533,C00189,2023-05-31,61.62,Electronics,Store,Wallet,5,3,Regular,East,46-60,5
T005086,C01772,2023-05-31,73.61,Sports,Store,UPI,3,4,Budget,West,36-45,5
T013186,C00377,2023-05-31,49.42,Beauty,Mobile App,Credit Card,3,4,Budget,South,26-35,5
T003712,C01040,2023-05-31,184.17,Fashion,Store,Credit Card,5,2,Regular,South,26-35,5
T013840,C01732,2023-05-31,615.22,Home,Web,Credit Card,3,4,Regular,West,36-45,5
T006005,C01041,2023-05-31,42.15,Beauty,Web,Credit Card,5,2,Regular,North,26-35,5
T011310,C00671,2023-05-31,260.81,Fashion,Web,Credit Card,4,4,Premium,East,18-25,5
T011861,C00543,2023-05-31,106.13,Home,Mobile App,Credit Card,4,4,Regular,West,60+,5
T004137,C00014,2023-05-31,189.48,Beauty,Mobile App,Debit Card,5,3,Regular,North,26-35,5
T006060,C01138,2023-05-31,323.34,Beauty,Mobile App,Debit Card,6,2,Regular,East,26-35,5
T004378,C00912,2023-05-31,514.53,Electronics,Mobile App,Credit Card,2,5,Regular,North,26-35,5
T014616,C00235,2023-05-31,108.18,Sports,Web,UPI,7,2,Premium,East,60+,5
T011435,C01006,2023-05-31,84.88,Electronics,Store,Debit Card,5,4,Regular,West,26-35,5
T010925,C00468,2023-05-31,42.95,Fashion,Store,Credit Card,2,5,Budget,North,36-45,5
T009178,C00746,2023-05-31,32.66,Home,Store,Debit Card,6,2,Budget,East,26-35,5
T014521,C00458,2023-05-31,173.8,Beauty,Web,Debit Card,6,2,Regular,East,26-35,5
T010423,C01294,2023-05-31,87.72,Home,Store,UPI,5,3,Regular,South,46-60,5
T004535,C00128,2023-05-31,80.03,Fashion,Web,UPI,3,5,Budget,North,18-25,5
T012851,C01587,2023-05-31,41.67,Electronics,Web,Debit Card,6,3,Regular,South,26-35,5
T013304,C00213,2023-05-31,243.08,Home,Web,Debit Card,5,2,Regular,North,26-35,5
T014280,C00594,2023-06-01,9.15,Sports,Web,UPI,3,5,Regular,South,46-60,6
T009055,C00022,2023-06-01,315.1,Electronics,Mobile App,UPI,6,1,Premium,East,36-45,6
T005126,C00107,2023-06-01,261.25,Electronics,Web,Debit Card,4,4,Regular,West,26-35,6
T002647,C00309,2023-06-01,69.31,Electronics,Mobile App,Debit Card,4,3,Budget,North,36-45,6
T011424,C00301,2023-06-01,810.48,Fashion,Web,Wallet,2,5,Premium,West,18-25,6
T009327,C01993,2023-06-01,143.41,Home,Web,Debit Card,5,3,Regular,East,36-45,6
T002395,C00169,2023-06-01,166.0,Electronics,Store,UPI,7,2,Premium,East,18-25,6
T004945,C01462,2023-06-01,698.28,Electronics,Mobile App,Credit Card,4,3,Regular,North,36-45,6
T012731,C00911,2023-06-01,52.0,Sports,Mobile App,UPI,4,4,Regular,North,46-60,6
T009809,C00844,2023-06-01,214.9,Sports,Mobile App,UPI,5,3,Budget,West,36-45,6
T011394,C01211,2023-06-01,124.96,Home,Store,Wallet,2,4,Regular,North,26-35,6
T010840,C01015,2023-06-01,74.19,Electronics,Web,Credit Card,6,2,Budget,East,36-45,6
T002773,C01835,2023-06-01,43.03,Electronics,Mobile App,Debit Card,5,3,Budget,South,46-60,6
T000219,C00991,2023-06-01,123.43,Home,Web,UPI,4,4,Budget,North,60+,6
T003653,C01770,2023-06-01,301.93,Fashion,Web,Debit Card,5,3,Regular,North,26-35,6
T009531,C01519,2023-06-01,223.38,Home,Mobile App,UPI,5,2,Regular,North,18-25,6
T006607,C00542,2023-06-02,525.72,Electronics,Web,Credit Card,7,1,Regular,East,18-25,6
T007598,C01236,2023-06-02,33.63,Electronics,Store,Credit Card,4,4,Regular,North,26-35,6
T010152,C01009,2023-06-02,121.73,Electronics,Web,Debit Card,4,4,Regular,East,26-35,6
T007434,C01383,2023-06-02,32.11,Sports,Web,Credit Card,3,4,Budget,North,60+,6
T011180,C01545,2023-06-02,91.99,Electronics,Web,UPI,2,5,Budget,West,26-35,6
T001214,C01964,2023-06-02,36.66,Fashion,Mobile App,Wallet,5,3,Regular,East,26-35,6
T006054,C00837,2023-06-02,68.63,Fashion,Mobile App,UPI,5,3,Budget,West,46-60,6
T014026,C01603,2023-06-02,252.41,Sports,Mobile App,UPI,4,4,Regular,North,36-45,6
T000214,C00458,2023-06-02,178.92,Fashion,Mobile App,Debit Card,7,1,Regular,East,26-35,6
T007278,C00361,2023-06-02,333.51,Sports,Web,UPI,5,4,Regular,North,18-25,6
T011365,C00297,2023-06-02,22.12,Fashion,Mobile App,Credit Card,3,4,Budget,North,46-60,6
T013943,C00386,2023-06-02,53.41,Beauty,Web,Credit Card,6,3,Budget,East,26-35,6
T001675,C00871,2023-06-02,165.31,Beauty,Web,UPI,4,4,Regular,West,36-45,6
T011762,C01376,2023-06-02,214.87,Home,Web,Credit Card,5,3,Budget,East,18-25,6
T000132,C00866,2023-06-02,256.36,Sports,Web,UPI,5,4,Regular,East,26-35,6
T002020,C01134,2023-06-02,343.04,Beauty,Store,UPI,6,2,Regular,South,26-35,6
T002925,C01068,2023-06-02,556.05,Electronics,Mobile App,UPI,4,3,Premium,West,26-35,6
T007198,C01797,2023-06-02,96.92,Fashion,Store,Credit Card,6,2,Budget,South,26-35,6
T006840,C00207,2023-06-02,361.51,Beauty,Web,Debit Card,2,4,Premium,North,18-25,6
T006665,C01811,2023-06-02,242.73,Beauty,Mobile App,Credit Card,7,2,Regular,East,18-25,6
T004168,C00363,2023-06-03,205.67,Fashion,Store,Credit Card,5,4,Regular,North,18-25,6
T008329,C01017,2023-06-03,465.18,Beauty,Store,Debit Card,4,4,Premium,East,36-45,6
T005748,C01730,2023-06-03,123.04,Beauty,Web,Debit Card,5,3,Regular,East,36-45,6
T014344,C00725,2023-06-03,223.12,Electronics,Web,Wallet,5,3,Regular,South,26-35,6
T010353,C00466,2023-06-03,303.19,Fashion,Web,Credit Card,5,3,Regular,North,36-45,6
T004332,C01139,2023-06-03,175.64,Electronics,Web,Credit Card,6,3,Regular,South,36-45,6
T007724,C00354,2023-06-03,449.9,Electronics,Web,UPI,5,3,Premium,West,36-45,6
T006679,C01758,2023-06-03,574.26,Fashion,Web,Debit Card,6,2,Regular,South,26-35,6
T001181,C00119,2023-06-03,23.48,Fashion,Mobile App,UPI,3,4,Budget,North,26-35,6
T014746,C01168,2023-06-03,79.97,Home,Store,Credit Card,4,4,Regular,North,46-60,6
T007626,C02000,2023-06-03,179.82,Fashion,Web,Credit Card,3,5,Regular,North,26-35,6
T013347,C00431,2023-06-03,614.24,Electronics,Mobile App,Credit Card,4,4,Premium,East,36-45,6
T008066,C00409,2023-06-03,200.41,Electronics,Mobile App,Credit Card,4,3,Budget,West,26-35,6
T013449,C01173,2023-06-03,55.2,Sports,Web,Debit Card,4,3,Regular,North,26-35,6
T002871,C01866,2023-06-03,34.35,Fashion,Web,Credit Card,4,4,Budget,South,46-60,6
T012602,C01952,2023-06-03,62.76,Fashion,Mobile App,Debit Card,5,2,Regular,West,26-35,6
T003328,C01196,2023-06-03,57.89,Fashion,Mobile App,Credit Card,6,2,Budget,South,46-60,6
T009222,C01454,2023-06-03,353.56,Beauty,Mobile App,Wallet,4,3,Regular,South,18-25,6
T008162,C00878,2023-06-03,184.53,Home,Web,Credit Card,2,5,Regular,North,46-60,6
T004849,C01095,2023-06-03,314.84,Fashion,Web,UPI,3,4,Regular,North,26-35,6
T009141,C00973,2023-06-03,114.73,Electronics,Mobile App,Credit Card,4,4,Budget,East,18-25,6
T008941,C01367,2023-06-03,26.47,Home,Web,UPI,4,3,Budget,South,46-60,6
T007426,C00550,2023-06-03,59.08,Home,Web,Wallet,4,3,Budget,North,36-45,6
T007680,C00862,2023-06-03,191.68,Home,Web,Credit Card,5,3,Regular,North,26-35,6
T000494,C00844,2023-06-03,19.08,Beauty,Mobile App,UPI,5,3,Budget,West,36-45,6
T002272,C00884,2023-06-04,19.67,Electronics,Web,Credit Card,4,4,Premium,North,26-35,6
T010217,C00731,2023-06-04,518.77,Electronics,Web,Wallet,5,3,Premium,East,18-25,6
T004808,C01279,2023-06-04,264.8,Fashion,Web,Debit Card,6,2,Premium,South,26-35,6
T012515,C00452,2023-06-04,149.5,Electronics,Mobile App,Credit Card,4,3,Regular,West,46-60,6
T006631,C00607,2023-06-04,67.7,Electronics,Mobile App,Credit Card,5,3,Regular,North,18-25,6
T004766,C00048,2023-06-04,143.97,Sports,Web,UPI,7,2,Regular,East,36-45,6
T012190,C00271,2023-06-04,172.79,Beauty,Web,Debit Card,2,5,Budget,North,46-60,6
T005795,C01591,2023-06-04,89.4,Electronics,Store,Debit Card,4,3,Regular,West,26-35,6
T000844,C01171,2023-06-04,274.36,Home,Web,Debit Card,5,2,Regular,East,36-45,6
T009978,C00093,2023-06-04,48.8,Fashion,Mobile App,UPI,5,3,Budget,North,36-45,6
T007362,C01672,2023-06-04,145.86,Fashion,Mobile App,Debit Card,2,4,Budget,North,60+,6
T003277,C01558,2023-06-04,356.62,Electronics,Mobile App,Debit Card,4,4,Regular,South,36-45,6
T010242,C00226,2023-06-04,187.75,Fashion,Web,Debit Card,6,2,Regular,South,36-45,6
T008296,C01661,2023-06-04,455.64,Fashion,Web,Credit Card,6,2,Regular,South,60+,6
T010835,C01599,2023-06-04,814.13,Home,Web,Credit Card,5,3,Premium,South,36-45,6
T007820,C01625,2023-06-05,323.4,Home,Web,Credit Card,4,4,Premium,North,26-35,6
T009644,C00004,2023-06-05,102.58,Electronics,Store,Credit Card,4,3,Regular,North,18-25,6
T014546,C00377,2023-06-05,213.35,Home,Mobile App,UPI,3,4,Budget,South,26-35,6
T003850,C00328,2023-06-05,103.31,Fashion,Web,Debit Card,5,4,Regular,North,36-45,6
T013117,C00361,2023-06-05,111.35,Sports,Web,UPI,4,5,Regular,North,18-25,6
T003051,C01411,2023-06-05,131.46,Fashion,Web,Credit Card,6,3,Regular,South,26-35,6
T002701,C00708,2023-06-05,60.85,Fashion,Mobile App,Credit Card,2,4,Budget,North,60+,6
T001645,C00627,2023-06-05,253.9,Beauty,Web,Debit Card,5,3,Regular,North,26-35,6
T014183,C01313,2023-06-05,293.95,Fashion,Store,UPI,5,3,Regular,East,46-60,6
T005643,C01726,2023-06-05,806.72,Beauty,Web,Wallet,5,4,Premium,West,46-60,6
T005843,C01816,2023-06-05,166.25,Electronics,Mobile App,Debit Card,6,2,Budget,East,26-35,6
T001903,C00565,2023-06-05,449.88,Fashion,Web,Debit Card,3,4,Regular,South,36-45,6
T012838,C01829,2023-06-05,149.13,Beauty,Mobile App,Credit Card,4,4,Budget,West,26-35,6
T003078,C00658,2023-06-05,49.69,Electronics,Web,Debit Card,3,4,Regular,West,18-25,6
T006414,C00758,2023-06-05,112.24,Electronics,Web,Credit Card,2,5,Regular,West,26-35,6
T005033,C01329,2023-06-05,62.21,Fashion,Mobile App,Wallet,4,3,Regular,North,36-45,6
T006849,C00029,2023-06-05,319.25,Home,Mobile App,Credit Card,4,4,Regular,North,18-25,6
T005798,C00061,2023-06-05,492.28,Home,Mobile App,Wallet,5,3,Regular,North,46-60,6
T000736,C01571,2023-06-05,210.52,Fashion,Store,UPI,5,3,Regular,South,18-25,6
T008157,C01381,2023-06-05,146.69,Home,Mobile App,Credit Card,3,3,Premium,South,46-60,6
T014766,C00500,2023-06-06,83.32,Fashion,Web,Debit Card,5,3,Budget,South,26-35,6
T009424,C01279,2023-06-06,168.98,Electronics,Web,Debit Card,3,4,Premium,South,26-35,6
T009845,C01178,2023-06-06,165.21,Sports,Store,Debit Card,3,4,Premium,West,26-35,6
T006436,C01420,2023-06-06,204.63,Electronics,Mobile App,Debit Card,4,3,Budget,North,26-35,6
