customer_id,segment,region,acquisition_date,age_group,last_purchase_date,days_since_purchase,is_churned
C00437,Premium,South,2023-03-03,26-35,2024-12-25,6,0
C00438,Budget,South,2022-01-25,60+,2024-12-14,17,0
C00439,Budget,South,2023-06-14,18-25,2024-12-02,29,0
C00440,Premium,North,2022-07-09,46-60,2024-12-05,26,0
C00441,Premium,East,2022-05-21,26-35,2024-10-29,63,0
C00442,Budget,South,2022-11-11,46-60,2024-11-05,56,0
C00443,Regular,East,2023-03-20,60+,2024-11-16,45,0
C00444,Regular,West,2022-11-15,36-45,2023-12-04,393,1
C00445,Budget,South,2023-03-17,36-45,2024-09-17,105,1
C00446,Budget,South,2022-04-02,26-35,2024-10-31,61,0
C00447,Budget,North,2022-06-28,46-60,2024-12-17,14,0
C00448,Budget,North,2022-02-25,60+,2024-11-19,42,0
C00449,Regular,North,2022-06-04,46-60,2024-07-07,177,1
C00450,Premium,South,2022-04-21,36-45,2024-08-22,131,1
C00451,Budget,North,2022-05-17,36-45,2024-03-10,296,1
C00452,Regular,West,2022-08-20,46-60,2024-12-11,20,0
C00453,Regular,East,2023-04-13,36-45,2024-09-19,103,1
C00454,Budget,South,2023-04-26,46-60,2024-08-13,140,1
C00455,Premium,East,2022-03-09,36-45,2024-08-27,126,1
C00456,Regular,North,2022-09-06,18-25,2024-10-20,72,0
C00457,Premium,South,2022-11-19,26-35,2024-11-12,49,0
C00458,Regular,East,2023-06-02,26-35,2024-12-26,5,0
C00459,Premium,South,2023-03-08,18-25,2024-12-25,6,0
C00460,Premium,South,2023-05-02,18-25,2024-11-24,37,0
C00461,Premium,West,2023-03-05,36-45,2024-11-30,31,0
C00462,Regular,West,2022-09-26,18-25,2024-11-28,33,0
C00463,Budget,East,2023-06-21,26-35,2024-08-31,122,1
C00464,Regular,East,2022-05-28,36-45,2024-12-26,5,0
C00465,Budget,East,2022-04-28,60+,2024-09-20,102,1
C00466,Regular,North,2023-01-02,36-45,2024-09-22,100,1
C00467,Regular,South,2022-03-07,60+,2024-12-05,26,0
C00468,Budget,North,2023-01-05,36-45,2023-10-18,440,1
C00469,Regular,South,2022-06-24,26-35,2024-09-23,99,1
C00470,Budget,South,2023-05-10,36-45,2024-09-01,121,1
C00471,Premium,North,2022-04-24,36-45,2024-08-19,134,1
C00472,Budget,West,2022-04-21,26-35,2024-10-28,64,0
C00473,Premium,West,2023-03-15,18-25,2024-09-15,107,1
C00474,Budget,East,2022-05-27,36-45,2024-11-26,35,0
C00475,Regular,South,2022-02-04,18-25,2024-11-29,32,0
C00476,Budget,West,2022-11-05,36-45,2024-10-28,64,0
C00477,Premium,North,2023-06-22,26-35,2024-07-19,165,1
C00478,Regular,East,2022-01-14,36-45,2024-09-07,115,1
C00479,Budget,North,2023-01-09,36-45,2024-09-21,101,1
C00480,Regular,East,2023-03-04,18-25,2024-09-22,100,1
C00481,Regular,North,2022-08-21,26-35,2024-09-05,117,1
C00482,Regular,West,2023-03-16,36-45,2024-12-04,27,0
C00483,Regular,West,2023-05-17,46-60,2024-10-22,70,0
C00484,Regular,North,2022-10-02,46-60,2024-10-11,81,0
C00485,Regular,South,2022-03-17,26-35,2024-07-04,180,1
C00486,Budget,West,2023-03-15,36-45,2024-06-27,187,1
C00487,Premium,South,2022-10-16,26-35,2024-12-03,28,0
C00488,Regular,West,2023-06-24,26-35,2024-12-12,19,0
C00489,Budget,East,2022-09-10,26-35,2024-03-15,291,1
C00490,Budget,South,2022-05-06,36-45,2024-09-16,106,1
C00491,Regular,North,2022-06-26,26-35,2024-09-03,119,1
C00492,Regular,North,2022-02-06,18-25,2024-10-04,88,0
C00493,Regular,East,2023-02-14,36-45,2023-06-29,551,1
C00494,Premium,South,2022-05-07,36-45,2024-07-15,169,1
C00495,Regular,South,2023-04-28,26-35,2024-05-20,225,1
C00496,Regular,South,2022-06-17,18-25,2024-12-11,20,0
C00497,Regular,East,2022-10-21,26-35,2024-08-28,125,1
C00498,Premium,West,2022-12-09,26-35,2024-11-11,50,0
C00499,Budget,West,2022-11-06,36-45,2024-11-22,39,0
C00500,Budget,South,2023-06-12,26-35,2024-11-19,42,0
C00501,Regular,West,2023-06-24,36-45,2024-11-01,60,0
C00502,Regular,East,2023-02-23,46-60,2024-10-07,85,0
C00503,Regular,East,2023-03-20,26-35,2024-12-30,1,0
C00504,Budget,West,2022-08-24,60+,2024-07-26,158,1
C00505,Regular,North,2023-03-15,26-35,2024-10-14,78,0
C00506,Premium,North,2022-08-02,26-35,2024-10-28,64,0
C00507,Budget,West,2022-03-26,26-35,2024-09-18,104,1
C00508,Budget,South,2022-03-26,18-25,2024-12-27,4,0
C00509,Budget,West,2023-05-04,18-25,2024-12-29,2,0
C00510,Budget,West,2022-03-06,26-35,2024-11-12,49,0
C00511,Regular,North,2022-03-05,46-60,2024-06-27,187,1
C00512,Regular,West,2022-12-09,60+,2024-11-28,33,0
C00513,Budget,South,2022-12-18,36-45,2024-10-22,70,0
C00514,Budget,South,2022-06-07,18-25,2024-10-07,85,0
C00515,Premium,East,2023-05-06,36-45,2024-04-30,245,1
C00516,Premium,West,2023-04-08,36-45,2024-11-05,56,0
C00517,Regular,North,2022-08-13,46-60,2024-10-15,77,0
C00518,Budget,South,2022-11-09,46-60,2024-06-26,188,1
C00519,Budget,East,2023-04-11,46-60,2024-12-30,1,0
C00520,Premium,East,2022-03-29,26-35,2024-09-20,102,1
C00521,Regular,East,2022-10-30,36-45,2024-07-17,167,1
C00522,Regular,North,2023-03-11,26-35,2024-10-30,62,0
C00523,Budget,North,2022-05-15,60+,2024-07-02,182,1
C00524,Budget,South,2022-02-19,26-35,2024-12-16,15,0
C00525,Budget,West,2023-03-08,18-25,2023-11-12,415,1
C00526,Regular,North,2022-12-06,18-25,2024-12-25,6,0
C00527,Regular,North,2022-12-13,46-60,2024-12-01,30,0
C00528,Regular,West,2022-12-13,26-35,2024-12-26,5,0
C00529,Premium,North,2022-09-02,26-35,2024-10-13,79,0
C00530,Budget,West,2022-04-19,60+,2024-03-02,304,1
C00531,Budget,East,2023-06-17,60+,2023-12-12,385,1
C00532,Budget,West,2022-03-31,26-35,2024-12-08,23,0
C00533,Budget,North,2022-10-23,26-35,2024-10-15,77,0
C00534,Regular,North,2022-04-22,46-60,2024-10-05,87,0
C00535,Budget,East,2022-06-26,60+,2024-10-11,81,0
C00536,Budget,West,2022-12-09,36-45,2023-08-18,501,1
C00537,Budget,East,2022-04-11,36-45,2024-10-27,65,0
C00538,Regular,North,2023-02-05,26-35,2024-11-20,41,0
C00539,Regular,East,2022-01-28,46-60,2024-11-04,57,0
C00540,Premium,East,2023-06-21,36-45,2024-05-12,233,1
C00541,Budget,East,2022-02-27,36-45,2024-09-24,98,1
C00542,Regular,East,2023-05-13,18-25,2024-10-18,74,0
C00543,Regular,West,2022-10-24,60+,2024-12-01,30,0
C00544,Regular,East,2022-05-14,36-45,2024-06-24,190,1
C00545,Regular,North,2022-11-27,26-35,2024-06-10,204,1
C00546,Regular,South,2022-09-06,36-45,2024-11-04,57,0
C00547,Premium,North,2022-03-16,36-45,2024-12-23,8,0
C00548,Regular,South,2022-06-17,36-45,2024-11-07,54,0
C00549,Regular,South,2023-05-18,36-45,2024-11-06,55,0
C00550,Budget,North,2022-12-21,36-45,2024-07-21,163,1
C00551,Regular,South,2022-08-13,60+,2024-12-02,29,0
C00552,Budget,North,2023-06-15,18-25,2024-04-30,245,1
C00553,Regular,West,2022-05-26,18-25,2024-05-12,233,1
C00554,Regular,West,2022-08-29,26-35,2024-12-25,6,0
C00555,Budget,North,2022-12-10,36-45,2024-09-27,95,1
C00556,Regular,West,2022-02-04,36-45,2024-07-16,168,1
C00557,Premium,South,2022-01-01,46-60,2024-01-12,354,1
C00558,Premium,North,2022-06-02,36-45,2024-05-11,234,1
C00559,Budget,North,2023-03-05,36-45,2024-05-20,225,1
C00560,Regular,South,2023-05-23,60+,2024-10-19,73,0
C00561,Budget,East,2022-05-06,26-35,2024-05-12,233,1
C00562,Regular,East,2023-05-06,46-60,2024-06-25,189,1
C00563,Premium,North,2023-04-27,26-35,2024-11-03,58,0
C00564,Premium,North,2022-12-11,36-45,2024-10-22,70,0
C00565,Regular,South,2022-08-09,36-45,2024-03-15,291,1
C00566,Regular,North,2022-01-25,36-45,2024-11-21,40,0
C00567,Regular,North,2023-06-12,18-25,2024-09-02,120,1
C00568,Regular,North,2022-07-01,26-35,2024-11-07,54,0
C00569,Budget,West,2023-05-14,36-45,2024-09-25,97,1
C00570,Regular,West,2022-02-11,46-60,2024-12-15,16,0
C00571,Regular,South,2023-04-26,26-35,2024-10-18,74,0
C00572,Budget,West,2023-03-15,60+,2024-12-25,6,0
C00573,Regular,South,2023-02-06,26-35,2024-12-18,13,0
C00574,Regular,South,2023-06-30,36-45,2024-11-25,36,0
C00575,Budget,North,2022-12-11,46-60,2024-12-14,17,0
C00576,Budget,East,2022-02-14,36-45,2024-09-04,118,1
C00577,Premium,West,2022-01-21,60+,2024-08-17,136,1
C00578,Budget,East,2022-03-11,36-45,2024-11-26,35,0
C00579,Regular,South,2022-02-17,36-45,2024-07-16,168,1
C00580,Regular,East,2023-05-06,18-25,2024-12-05,26,0
C00581,Regular,North,2022-10-14,26-35,2024-09-06,116,1
C00582,Budget,West,2022-01-10,26-35,2024-11-27,34,0
C00583,Regular,South,2023-06-26,36-45,2024-12-18,13,0
C00584,Regular,South,2022-10-01,26-35,2024-11-11,50,0
C00585,Regular,East,2023-01-16,26-35,2024-03-24,282,1
C00586,Regular,East,2022-11-25,26-35,2024-10-23,69,0
C00587,Premium,North,2023-04-24,18-25,2024-06-05,209,1
C00588,Premium,East,2022-01-15,26-35,2024-12-16,15,0
C00589,Premium,North,2023-05-31,46-60,2024-07-31,153,1
C00590,Premium,East,2022-07-10,46-60,2024-12-20,11,0
C00591,Premium,West,2022-06-17,36-45,2024-11-22,39,0
C00592,Regular,West,2023-06-05,46-60,2024-12-13,18,0
C00593,Premium,East,2022-05-17,26-35,2024-12-07,24,0
C00594,Regular,South,2022-06-03,46-60,2024-07-05,179,1
C00595,Budget,North,2023-01-23,18-25,2024-12-22,9,0
C00596,Regular,East,2022-07-28,26-35,2024-06-05,209,1
C00597,Regular,North,2022-09-29,36-45,2024-07-21,163,1
C00598,Premium,South,2022-05-23,18-25,2024-11-14,47,0
C00599,Premium,North,2022-03-10,36-45,2024-12-31,0,0
C00600,Premium,North,2022-09-04,26-35,2024-02-06,329,1
C00601,Premium,East,2022-09-18,46-60,2024-07-30,154,1
C00602,Regular,North,2022-03-20,26-35,2024-11-09,52,0
C00603,Premium,East,2023-06-09,26-35,2024-09-13,109,1
C00604,Premium,South,2022-11-26,36-45,2024-11-26,35,0
C00605,Premium,North,2022-07-08,26-35,2024-09-25,97,1
C00606,Regular,South,2022-04-05,26-35,2024-11-09,52,0
C00607,Regular,North,2022-01-08,18-25,2024-10-05,87,0
C00608,Regular,North,2022-03-08,36-45,2024-11-07,54,0
C00609,Regular,East,2023-05-11,36-45,2024-12-17,14,0
C00610,Regular,North,2022-07-10,26-35,2024-05-15,230,1
C00611,Premium,West,2023-01-01,60+,2024-12-10,21,0
C00612,Budget,North,2023-06-05,46-60,2024-10-24,68,0
C00613,Regular,North,2022-04-27,36-45,2024-12-27,4,0
C00614,Premium,East,2022-09-24,36-45,2024-12-15,16,0
C00615,Budget,South,2023-04-30,26-35,2024-11-20,41,0
C00616,Budget,North,2023-05-24,36-45,2024-03-01,305,1
C00617,Premium,South,2022-10-25,26-35,2024-11-20,41,0
C00618,Regular,North,2022-06-13,18-25,2024-10-19,73,0
C00619,Budget,West,2023-01-11,60+,2024-08-20,133,1
C00620,Budget,South,2022-09-25,36-45,2024-08-20,133,1
C00621,Premium,East,2022-03-15,26-35,2024-11-26,35,0
C00622,Regular,West,2023-05-23,26-35,2024-06-03,211,1
C00623,Regular,South,2022-03-14,36-45,2024-12-20,11,0
C00624,Regular,West,2022-11-04,18-25,2024-09-27,95,1
C00625,Regular,South,2022-07-18,18-25,2024-06-03,211,1
C00626,Regular,West,2022-05-10,18-25,2024-11-29,32,0
C00627,Regular,North,2023-05-02,26-35,2024-11-18,43,0
C00628,Budget,East,2022-05-31,36-45,2024-12-21,10,0
C00629,Premium,South,2022-07-25,18-25,2024-10-28,64,0
C00630,Regular,South,2022-06-28,36-45,2024-10-26,66,0
C00631,Budget,East,2022-07-16,26-35,2024-09-10,112,1
C00632,Budget,East,2022-03-30,36-45,2024-06-18,196,1
C00633,Regular,North,2023-03-10,60+,2024-09-05,117,1
C00634,Regular,North,2022-07-02,36-45,2024-11-15,46,0
C00635,Premium,East,2022-07-28,46-60,2024-10-16,76,0
C00636,Regular,East,2023-05-08,60+,2024-11-15,46,0
C00637,Regular,West,2022-05-10,26-35,2024-12-22,9,0
C00638,Regular,East,2022-01-13,36-45,2024-12-09,22,0
C00639,Regular,West,2022-04-16,46-60,2024-12-02,29,0
C00640,Regular,East,2023-01-10,26-35,2024-09-02,120,1
C00641,Premium,North,2022-04-09,26-35,2024-08-25,128,1
C00642,Regular,North,2022-07-11,60+,2024-10-14,78,0
C00643,Regular,East,2022-11-21,36-45,2024-12-11,20,0
C00644,Regular,East,2023-04-12,26-35,2024-07-01,183,1
C00645,Premium,North,2023-01-02,26-35,2024-12-09,22,0
C00646,Budget,South,2022-11-14,46-60,2024-01-22,344,1
C00647,Regular,West,2022-05-24,36-45,2024-07-13,171,1
C00648,Regular,South,2023-01-19,36-45,2024-11-11,50,0
C00649,Budget,South,2022-08-04,46-60,2024-06-07,207,1
C00650,Regular,South,2022-12-27,36-45,2024-11-23,38,0
C00651,Premium,North,2022-11-20,36-45,2024-07-28,156,1
C00652,Regular,South,2022-01-15,36-45,2024-12-27,4,0
C00653,Regular,South,2022-08-05,36-45,2024-12-20,11,0
C00654,Budget,North,2023-05-07,36-45,2024-10-26,66,0
C00655,Regular,East,2022-07-02,26-35,2024-10-28,64,0
C00656,Premium,South,2022-09-27,26-35,2024-11-15,46,0
C00657,Regular,West,2023-04-12,60+,2024-10-02,90,0
C00658,Regular,West,2023-06-03,18-25,2024-05-31,214,1
C00659,Regular,North,2023-06-26,26-35,2024-11-02,59,0
C00660,Regular,East,2023-04-12,26-35,2024-12-25,6,0
C00661,Regular,South,2022-11-01,46-60,2024-12-14,17,0
C00662,Budget,West,2022-05-24,26-35,2024-12-24,7,0
C00663,Regular,North,2022-04-21,26-35,2024-09-18,104,1
C00664,Regular,East,2022-08-20,18-25,2024-03-16,290,1
C00665,Premium,East,2023-05-15,36-45,2024-10-12,80,0
C00666,Premium,North,2022-09-30,26-35,2024-08-01,152,1
C00667,Regular,North,2022-06-22,26-35,2024-11-07,54,0
C00668,Premium,East,2022-01-07,26-35,2024-12-05,26,0
C00669,Premium,East,2022-06-04,46-60,2024-12-03,28,0
C00670,Regular,South,2023-06-06,26-35,2024-12-05,26,0
C00671,Premium,East,2023-06-30,18-25,2024-12-20,11,0
C00672,Budget,South,2023-06-02,36-45,2024-09-14,108,1
C00673,Premium,East,2022-08-03,60+,2024-05-15,230,1
C00674,Regular,North,2022-05-14,36-45,2024-12-06,25,0
C00675,Regular,West,2022-10-12,60+,2024-09-15,107,1
C00676,Budget,North,2022-05-06,46-60,2024-09-21,101,1
C00677,Premium,South,2023-03-15,18-25,2024-08-09,144,1
C00678,Regular,North,2022-06-01,36-45,2024-12-10,21,0
C00679,Budget,North,2022-11-27,26-35,2024-08-28,125,1
C00680,Budget,South,2023-06-22,36-45,2024-04-16,259,1
C00681,Budget,North,2023-01-18,26-35,2024-09-05,117,1
C00682,Regular,West,2022-04-25,26-35,2024-09-08,114,1
C00683,Premium,North,2023-04-27,60+,2024-12-30,1,0
C00684,Regular,South,2022-10-11,26-35,2024-12-21,10,0
C00685,Budget,South,2022-03-16,46-60,2024-09-14,108,1
C00686,Regular,North,2022-06-15,18-25,2024-12-09,22,0
C00687,Regular,North,2022-07-08,18-25,2024-09-20,102,1
C00688,Regular,South,2022-03-19,46-60,2024-09-14,108,1
C00689,Budget,South,2022-01-21,36-45,2024-08-20,133,1
C00690,Premium,South,2022-07-03,36-45,2024-12-31,0,0
C00691,Regular,South,2022-08-10,26-35,2024-10-30,62,0
C00692,Regular,East,2022-11-24,36-45,2024-09-07,115,1
C00693,Regular,North,2022-06-28,36-45,2024-08-16,137,1
C00694,Regular,South,2022-04-22,36-45,2024-06-25,189,1
C00695,Premium,West,2022-02-28,26-35,2024-09-24,98,1
C00696,Regular,South,2022-11-23,60+,2023-12-18,379,1
C00697,Regular,East,2022-07-10,36-45,2024-08-14,139,1
C00698,Regular,South,2022-07-19,60+,2024-09-16,106,1
C00699,Premium,East,2022-11-08,36-45,2024-10-20,72,0
C00700,Regular,East,2022-02-04,36-45,2024-12-01,30,0
C00701,Regular,South,2023-01-14,18-25,2024-10-30,62,0
C00702,Premium,West,2023-01-22,26-35,2024-11-06,55,0
C00703,Regular,North,2022-08-25,46-60,2024-08-08,145,1
C00704,Premium,North,2023-06-03,26-35,2024-10-03,89,0
C00705,Premium,East,2022-10-10,18-25,2024-12-24,7,0
C00706,Budget,West,2022-01-01,26-35,2024-11-07,54,0
C00707,Regular,North,2023-04-09,26-35,2024-10-24,68,0
C00708,Budget,North,2022-08-18,60+,2023-12-10,387,1
C00709,Regular,North,2022-06-21,46-60,2024-08-03,150,1
C00710,Regular,North,2022-03-28,26-35,2024-10-18,74,0
C00711,Budget,East,2022-05-03,18-25,2024-11-11,50,0
C00712,Regular,South,2022-10-25,36-45,2024-06-23,191,1
C00713,Regular,South,2023-04-29,36-45,2024-04-12,263,1
C00714,Regular,South,2022-06-14,60+,2024-11-13,48,0
C00715,Regular,North,2023-01-18,36-45,2024-07-22,162,1
C00716,Budget,North,2022-07-28,26-35,2024-10-27,65,0
C00717,Budget,East,2023-03-08,36-45,2024-12-26,5,0
C00718,Budget,West,2023-01-24,60+,2024-10-22,70,0
C00719,Premium,West,2022-08-12,36-45,2024-09-14,108,1
C00720,Budget,North,2022-01-03,36-45,2024-10-30,62,0
C00721,Budget,West,2023-01-07,26-35,2024-11-18,43,0
C00722,Premium,East,2023-03-22,36-45,2024-12-24,7,0
C00723,Premium,East,2022-04-26,46-60,2024-12-17,14,0
C00724,Budget,South,2022-09-27,26-35,2024-12-10,21,0
C00725,Regular,South,2023-03-23,26-35,2024-09-20,102,1
C00726,Budget,South,2023-01-03,26-35,2024-09-14,108,1
C00727,Premium,North,2022-09-10,26-35,2024-06-11,203,1
C00728,Budget,North,2022-11-13,18-25,2024-11-09,52,0
C00729,Regular,North,2023-02-19,26-35,2024-08-16,137,1
C00730,Premium,South,2022-04-05,36-45,2024-05-05,240,1
C00731,Premium,East,2022-01-24,18-25,2024-12-18,13,0
C00732,Budget,South,2022-02-19,26-35,2024-11-27,34,0
C00733,Regular,North,2023-05-17,46-60,2024-11-03,58,0
C00734,Regular,West,2023-05-13,36-45,2024-12-31,0,0
C00735,Regular,West,2022-12-01,36-45,2024-07-22,162,1
C00736,Budget,East,2022-03-20,26-35,2024-11-16,45,0
C00737,Regular,West,2022-01-27,36-45,2024-12-11,20,0
C00738,Budget,South,2022-09-28,26-35,2024-12-24,7,0
C00739,Regular,West,2022-09-04,46-60,2024-10-29,63,0
C00740,Regular,North,2023-01-22,18-25,2024-07-08,176,1
C00741,Regular,South,2022-12-27,36-45,2024-12-23,8,0
C00742,Regular,North,2023-05-03,26-35,2024-12-10,21,0
C00743,Budget,North,2022-12-18,36-45,2024-08-19,134,1
C00744,Regular,North,2022-09-13,36-45,2024-10-13,79,0
C00745,Regular,East,2022-08-10,26-35,2024-12-22,9,0
C00746,Budget,East,2022-01-01,26-35,2024-12-03,28,0
C00747,Regular,East,2023-06-30,36-45,2024-07-13,171,1
C00748,Regular,North,2023-03-22,60+,2024-09-09,113,1
C00749,Budget,West,2022-03-20,46-60,2024-12-25,6,0
C00750,Regular,East,2022-08-24,18-25,2024-04-09,266,1
C00751,Premium,South,2022-11-30,26-35,2024-04-26,249,1
C00752,Budget,East,2022-12-15,60+,2024-09-09,113,1
C00753,Regular,North,2022-04-08,36-45,2024-11-23,38,0
C00754,Regular,South,2022-03-23,36-45,2024-12-24,7,0
C00755,Premium,West,2023-05-17,60+,2024-12-22,9,0
C00756,Budget,North,2023-04-22,46-60,2024-09-17,105,1
C00757,Regular,South,2022-01-14,36-45,2024-07-22,162,1
C00758,Regular,West,2023-01-27,26-35,2024-12-31,0,0
C00759,Budget,East,2022-12-13,26-35,2024-10-29,63,0
C00760,Budget,North,2022-11-06,36-45,2024-11-11,50,0
C00761,Premium,North,2023-01-21,26-35,2024-08-31,122,1
C00762,Regular,North,2022-07-28,26-35,2024-09-17,105,1
C00763,Regular,East,2022-12-23,26-35,2024-05-06,239,1
C00764,Budget,South,2022-04-04,26-35,2024-07-08,176,1
C00765,Premium,North,2022-04-03,36-45,2024-11-27,34,0
C00766,Regular,West,2022-12-06,36-45,2024-12-30,1,0
C00767,Budget,South,2023-03-21,26-35,2024-12-10,21,0
C00768,Budget,North,2022-01-22,26-35,2024-10-15,77,0
C00769,Regular,South,2022-10-18,60+,2024-10-22,70,0
C00770,Budget,East,2023-04-30,18-25,2024-05-14,231,1
C00771,Premium,North,2022-11-02,46-60,2024-07-27,157,1
C00772,Budget,North,2022-05-08,60+,2024-10-23,69,0
C00773,Premium,West,2022-09-30,26-35,2023-12-01,396,1
C00774,Regular,South,2023-03-18,36-45,2024-09-28,94,1
C00775,Budget,South,2023-05-18,60+,2024-10-25,67,0
C00776,Premium,South,2022-05-10,26-35,2024-12-11,20,0
C00777,Regular,North,2022-05-12,36-45,2024-02-06,329,1
C00778,Budget,North,2023-04-27,26-35,2024-12-31,0,0
C00779,Budget,South,2023-01-25,26-35,2024-05-20,225,1
C00780,Regular,North,2022-11-21,46-60,2024-10-24,68,0
C00781,Regular,North,2022-03-10,46-60,2024-11-18,43,0
C00782,Regular,West,2023-03-24,46-60,2024-12-16,15,0
C00783,Regular,West,2023-06-12,26-35,2024-10-16,76,0
C00784,Regular,East,2022-06-14,18-25,2024-08-01,152,1
C00785,Premium,West,2023-05-03,36-45,2024-08-31,122,1
C00786,Budget,North,2023-03-02,18-25,2024-11-26,35,0
C00787,Regular,West,2022-09-22,36-45,2024-06-08,206,1
C00788,Regular,North,2022-12-08,36-45,2024-11-03,58,0
C00789,Regular,West,2022-10-05,36-45,2024-07-16,168,1
C00790,Budget,West,2023-03-15,36-45,2024-12-08,23,0
C00791,Premium,East,2022-06-06,26-35,2024-12-22,9,0
C00792,Regular,West,2023-02-26,26-35,2024-12-06,25,0
C00793,Regular,East,2022-09-08,26-35,2024-09-08,114,1
C00794,Regular,North,2023-06-14,36-45,2024-12-13,18,0
C00795,Premium,South,2022-11-23,36-45,2024-07-08,176,1
C00796,Budget,East,2022-04-07,46-60,2024-11-18,43,0
C00797,Budget,North,2023-05-28,46-60,2024-12-01,30,0
C00798,Regular,East,2022-08-04,60+,2024-12-24,7,0
C00799,Regular,West,2022-05-12,26-35,2024-12-22,9,0
C00800,Budget,North,2022-09-17,18-25,2024-08-14,139,1
C00801,Budget,East,2022-05-05,26-35,2024-09-15,107,1
C00802,Premium,West,2022-03-23,36-45,2024-09-30,92,1
C00803,Regular,West,2022-10-10,26-35,2024-12-23,8,0
C00804,Regular,West,2022-02-28,46-60,2024-12-28,3,0
C00805,Regular,South,2023-06-28,36-45,2024-08-28,125,1
C00806,Budget,West,2022-06-10,60+,2024-11-19,42,0
C00807,Budget,East,2022-10-11,60+,2024-12-20,11,0
C00808,Budget,North,2022-04-16,18-25,2024-11-20,41,0
C00809,Regular,South,2022-04-15,26-35,2024-11-11,50,0
C00810,Premium,East,2023-03-15,36-45,2024-02-04,331,1
C00811,Budget,North,2022-08-16,26-35,2024-08-04,149,1
C00812,Budget,East,2022-11-14,26-35,2024-11-22,39,0
C00813,Premium,East,2023-04-09,36-45,2024-05-12,233,1
C00814,Budget,North,2023-04-17,26-35,2023-12-16,381,1
C00815,Budget,East,2022-02-25,36-45,2024-12-27,4,0
C00816,Regular,East,2022-01-13,36-45,2024-11-18,43,0
C00817,Regular,South,2023-03-16,18-25,2024-09-13,109,1
C00818,Regular,North,2022-01-18,26-35,2024-12-19,12,0
C00819,Premium,North,2022-04-23,26-35,2024-10-04,88,0
C00820,Regular,South,2022-08-17,36-45,2024-05-28,217,1
C00821,Budget,West,2022-06-20,26-35,2024-12-17,14,0
C00822,Premium,North,2022-10-22,46-60,2024-11-09,52,0
C00823,Regular,East,2022-07-08,26-35,2024-12-08,23,0
C00824,Regular,North,2023-03-02,26-35,2024-11-30,31,0
C00825,Regular,South,2022-03-20,26-35,2024-12-26,5,0
C00826,Budget,West,2022-07-01,26-35,2024-01-30,336,1
C00827,Regular,East,2023-05-14,26-35,2024-11-16,45,0
C00828,Regular,North,2022-03-12,36-45,2024-07-15,169,1
C00829,Budget,South,2022-09-05,36-45,2024-10-05,87,0
C00830,Regular,North,2022-05-26,18-25,2024-09-21,101,1
C00831,Regular,South,2022-10-23,18-25,2024-05-12,233,1
C00832,Regular,East,2023-04-15,36-45,2024-07-25,159,1
C00833,Premium,North,2023-05-21,36-45,2024-08-05,148,1
C00834,Premium,North,2022-07-12,26-35,2024-10-26,66,0
C00835,Regular,South,2022-03-09,46-60,2024-10-06,86,0
C00836,Regular,West,2023-05-09,26-35,2024-07-25,159,1
C00837,Budget,West,2022-02-21,46-60,2024-10-25,67,0
C00838,Regular,North,2022-12-29,26-35,2024-07-29,155,1
C00839,Regular,East,2023-04-19,18-25,2024-11-17,44,0
C00840,Regular,South,2023-06-05,60+,2024-12-07,24,0
C00841,Premium,South,2023-03-07,26-35,2024-12-19,12,0
C00842,Regular,East,2022-10-25,46-60,2024-12-17,14,0
C00843,Premium,West,2023-03-11,26-35,2024-10-28,64,0
C00844,Budget,West,2022-07-17,36-45,2024-10-17,75,0
C00845,Premium,East,2022-05-08,46-60,2024-11-25,36,0
C00846,Regular,South,2023-06-16,18-25,2024-11-15,46,0
C00847,Premium,East,2023-02-15,46-60,2024-08-26,127,1
C00848,Budget,North,2022-03-06,36-45,2024-08-01,152,1
C00849,Regular,East,2022-08-29,36-45,2024-11-05,56,0
C00850,Regular,South,2023-01-04,36-45,2024-11-10,51,0
C00851,Premium,East,2023-06-20,46-60,2024-11-05,56,0
C00852,Budget,North,2023-01-19,18-25,2024-09-26,96,1
C00853,Regular,North,2023-03-07,26-35,2024-09-04,118,1
C00854,Budget,West,2022-03-24,46-60,2024-11-10,51,0
C00855,Regular,North,2022-10-13,46-60,2024-12-14,17,0
C00856,Premium,South,2023-06-18,18-25,2023-12-11,386,1
C00857,Premium,North,2023-04-04,36-45,2024-12-01,30,0
C00858,Regular,North,2022-07-31,36-45,2024-10-12,80,0
C00859,Regular,North,2022-05-06,26-35,2024-09-19,103,1
C00860,Premium,North,2023-02-17,26-35,2024-11-08,53,0
C00861,Budget,West,2023-05-14,36-45,2024-10-22,70,0
C00862,Regular,North,2023-03-01,26-35,2024-09-26,96,1
C00863,Regular,West,2023-06-27,46-60,2024-12-14,17,0
C00864,Regular,East,2022-06-07,46-60,2024-11-21,40,0
C00865,Regular,South,2022-04-22,26-35,2024-04-10,265,1
C00866,Regular,East,2023-02-06,26-35,2024-07-10,174,1
C00867,Premium,South,2022-05-02,26-35,2024-10-04,88,0
C00868,Premium,East,2022-09-30,26-35,2024-11-09,52,0
C00869,Budget,North,2022-10-21,36-45,2024-10-13,79,0
C00870,Budget,South,2023-02-02,26-35,2024-08-18,135,1
C00871,Regular,West,2023-04-16,36-45,2024-06-24,190,1
C00872,Regular,West,2022-07-26,26-35,2024-11-10,51,0
C00873,Regular,West,2022-04-20,26-35,2024-12-08,23,0
